SampleNumber,Time(ms),T(deg C),T(deg F),P(Pa),Alt(m),Alt(ft),%RH
534,279474,22.16,71.888,98774,214.794,704.705,47
535,279995,22.16,71.888,98771,214.794,704.705,47
536,280516,22.18,71.888,98768,215.032,705.486,47
537,281037,22.16,71.888,98768,215.032,701.550,47
538,281562,22.17,71.906,98776,214.416,705.035,47
539,282083,22.17,71.906,98764,214.895,705.035,47
540,282603,22.17,71.906,98765,214.588,704.029,47
541,283124,22.17,71.906,98771,214.829,704.818,47
542,283645,22.17,71.906,98765,215.309,706.396,48
543,284167,22.17,71.924,98766,215.238,706.162,49
544,284688,22.17,71.906,98776,214.416,703.466,49
545,285209,22.18,71.924,98772,214.757,704.584,51
546,285730,22.18,71.924,98769,214.998,704.584,51
547,286251,22.18,71.924,98772,214.757,702.217,51
548,286775,22.18,71.942,98777,214.313,703.128,51
549,287296,22.18,71.924,98766,215.238,706.162,50
550,287817,22.19,71.942,98767,215.103,705.720,50
551,288338,22.20,71.960,98772,214.725,704.480,50
552,288860,22.20,71.960,98772,214.725,703.691,50
553,289381,22.20,71.960,98775,214.485,704.480,49
554,289902,22.19,71.942,98774,214.551,707.063,49
555,290422,22.20,71.960,98769,214.725,704.480,49
556,290944,22.20,71.960,98769,214.725,704.480,49
557,291465,22.21,71.978,98771,214.829,704.818,49
558,291989,22.21,71.978,98765,215.309,706.396,50
559,292510,22.20,71.960,98769,214.966,706.058,51
0,451,24.99,77.018,98750,216.628,710.722,46
1,989,25.15,77.288,98755,216.195,709.300,46
2,1525,25.19,77.342,98742,217.236,712.715,46
3,2063,25.20,77.360,98744,216.134,709.101,46
0,110,25.19,77.342,98756,216.099,708.988,46
1,659,25.21,77.378,98748,216.789,711.250,45
2,1207,25.20,77.378,98754,216.240,711.025,46
3,1773,25.21,77.378,98743,217.204,712.611,45
4,2321,25.21,77.378,98753,216.306,709.664,46
5,2871,25.21,77.378,98748,216.720,711.025,46
6,3420,25.20,77.360,98755,216.134,708.312,45
7,3969,25.20,77.360,98753,216.377,709.898,45
8,4517,25.20,77.360,98752,216.443,710.115,45
9,5066,25.21,77.378,98745,217.030,712.039,45
10,5615,25.20,77.360,98755,216.134,709.898,45
11,6164,25.21,77.378,98757,215.996,708.650,45
12,6712,25.21,77.378,98754,216.240,709.447,46
0,160,24.49,76.082,98747,216.805,711.302,46
0,100,24.73,76.514,98755,216.419,710.037,46
1,636,24.72,76.496,98751,216.488,710.262,46
2,1184,24.72,76.496,98753,216.557,710.488,46
3,1732,24.71,76.478,98752,216.382,709.915,46
4,2280,24.72,76.496,98748,216.797,711.276,45
5,2828,24.72,76.496,98748,216.731,711.060,46
6,3378,24.72,76.496,98746,216.971,711.849,45
7,3924,24.72,76.496,98748,216.797,712.863,46
8,4491,24.72,76.496,98745,216.797,711.276,46
9,5040,24.73,76.496,98754,216.247,709.473,46
10,5588,24.73,76.514,98749,216.660,710.826,46
11,6137,24.73,76.514,98755,216.179,709.248,46
12,6686,24.73,76.514,98746,216.903,711.623,46
13,7235,24.72,76.496,98751,216.488,710.262,46
14,7784,24.73,76.514,98752,216.419,710.037,46
15,8333,24.73,76.514,98749,216.660,710.037,46
16,8882,24.73,76.514,98755,217.143,712.412,46
17,9431,24.73,76.514,98749,216.660,710.826,46
18,9979,24.73,76.514,98749,216.179,709.248,46
19,10547,24.73,76.514,98744,217.143,710.826,46
20,11095,24.73,76.514,98750,215.870,708.234,46
21,11644,24.73,76.514,98755,216.179,709.248,46
22,12192,24.73,76.514,98749,216.660,710.826,46
23,12742,24.72,76.496,98753,216.314,711.276,46
24,13290,24.73,76.514,98755,216.660,710.826,46
25,13840,24.72,76.496,98748,216.797,711.276,46
26,14389,24.72,76.496,98748,216.731,711.060,46
27,14939,24.73,76.514,98758,216.110,709.022,46
28,15489,24.73,76.514,98749,216.660,710.826,46
29,16038,24.72,76.496,98759,215.833,710.488,46
30,16605,24.72,76.496,98748,216.073,708.901,46
31,17126,24.71,76.478,98746,216.934,711.727,46
32,17647,24.72,76.496,98745,216.797,711.276,46
33,18168,24.72,76.496,98750,215.833,708.112,46
34,18689,24.73,76.514,98755,216.903,711.623,46
35,19210,24.73,76.514,98749,216.660,710.826,46
36,19730,24.72,76.496,98748,216.797,709.690,46
37,20251,24.73,76.514,98755,216.179,710.826,46
38,20771,24.73,76.514,98755,216.179,709.248,46
39,21293,24.73,76.514,98756,216.110,708.234,46
40,21817,24.73,76.514,98755,216.179,709.248,46
41,22337,24.71,76.478,98752,216.382,709.915,46
42,22858,24.72,76.496,98748,216.797,711.276,46
43,23379,24.71,76.478,98747,216.866,711.502,46
44,23901,24.72,76.496,98754,216.488,710.262,46
45,24421,24.72,76.496,98748,216.314,709.690,46
46,24942,24.73,76.514,98756,216.353,709.820,46
47,25463,24.73,76.514,98755,216.419,710.037,46
48,25984,24.72,76.496,98756,216.797,711.276,46
49,26505,24.72,76.496,98753,216.314,709.690,47
50,27026,24.72,76.496,98750,216.797,711.276,46
51,27550,24.73,76.514,98749,216.660,710.826,47
52,28071,24.71,76.496,98753,216.314,709.690,46
53,28592,24.73,76.514,98749,216.660,710.826,46
54,29113,24.72,76.496,98754,216.247,709.473,46
55,29634,24.72,76.496,98748,216.797,711.276,46
56,30155,24.72,76.496,98751,216.488,710.262,46
57,30675,24.73,76.514,98752,216.419,710.037,47
58,31197,24.73,76.514,98752,216.419,710.037,47
59,31718,24.73,76.496,98748,216.731,711.060,47
60,32239,24.73,76.496,98750,216.557,710.488,46
61,32759,24.73,76.496,98754,216.247,709.473,46
62,33284,24.72,76.496,98753,216.314,708.901,46
63,33805,24.72,76.496,98750,216.557,708.112,46
64,34326,24.73,76.514,98749,216.660,710.037,46
65,34847,24.73,76.514,98755,216.179,709.248,47
66,35367,24.72,76.496,98759,215.833,708.112,47
67,35889,24.72,76.496,98754,216.247,709.473,46
68,36410,24.72,76.496,98748,216.731,711.060,46
69,36931,24.72,76.496,98753,216.314,709.690,46
70,37451,24.72,76.496,98748,216.797,711.276,46
71,37972,24.72,76.496,98748,216.797,711.276,46
72,38497,24.72,76.496,98759,216.314,709.690,46
73,39018,24.72,76.496,98753,216.797,711.276,46
74,39538,24.72,76.496,98759,215.833,708.112,46
75,40059,24.72,76.496,98745,216.797,711.276,46
76,40581,24.72,76.496,98750,216.797,711.276,46
77,41101,24.71,76.478,98752,216.866,711.502,46
78,41622,24.72,76.496,98754,216.247,709.473,46
79,42143,24.72,76.496,98753,215.833,708.112,46
80,42663,24.71,76.478,98750,216.382,709.915,46
81,43185,24.72,76.496,98751,216.488,710.262,46
82,43706,24.72,76.496,98762,215.833,708.112,46
83,44240,24.73,76.514,98761,215.695,707.661,46
84,44764,24.72,76.496,98750,216.557,711.276,46
85,45287,24.72,76.496,98753,216.797,711.276,46
86,45810,24.72,76.496,98751,216.488,710.262,46
87,46332,24.72,76.496,98754,216.247,709.473,46
88,46856,24.71,76.478,98752,216.382,709.127,46
89,47379,24.72,76.496,98753,216.314,709.690,46
90,47902,24.72,76.496,98753,216.314,709.690,46
91,48424,24.72,76.496,98748,216.797,711.276,46
92,48948,24.72,76.496,98753,216.314,709.690,46
93,49471,24.71,76.478,98752,216.382,709.915,46
94,49997,24.71,76.478,98757,215.970,708.563,46
95,50520,24.72,76.496,98748,216.797,711.276,46
96,51043,24.71,76.478,98752,216.454,710.149,46
97,51566,24.72,76.496,98753,216.314,709.690,46
98,52089,24.72,76.496,98759,215.833,708.112,45
99,52613,24.73,76.514,98756,216.110,709.022,46
100,53136,24.71,76.478,98747,216.866,711.502,46
101,53659,24.73,76.514,98755,216.179,709.248,45
102,54182,24.72,76.514,98755,216.179,709.248,46
103,54706,24.72,76.496,98756,216.073,708.901,46
104,55232,24.72,76.496,98759,215.833,708.112,46
105,55755,24.72,76.496,98760,215.764,707.887,46
106,56278,24.72,76.496,98759,215.833,711.276,46
107,56801,24.72,76.496,98753,216.314,709.690,46
108,57324,24.72,76.496,98753,216.314,709.690,46
109,57847,24.71,76.478,98747,216.866,711.502,46
110,58371,24.71,76.478,98749,216.694,712.516,46
111,58894,24.71,76.478,98752,216.382,709.915,46
112,59417,24.71,76.460,98751,216.520,710.366,46
113,59940,24.71,76.478,98757,215.970,708.563,46
114,60464,24.72,76.496,98753,216.314,709.690,45
115,60990,24.72,76.496,98753,216.314,709.690,46
116,61513,24.72,76.496,98750,216.557,710.488,46
117,62036,24.71,76.478,98752,216.454,710.149,46
118,62560,24.72,76.496,98759,215.833,708.112,45
119,63083,24.72,76.496,98751,216.488,710.262,46
120,63606,24.71,76.478,98752,216.454,710.149,46
121,64130,24.71,76.478,98752,216.454,710.149,46
122,64653,24.71,76.478,98758,215.901,708.338,45
123,65176,24.71,76.478,98752,216.454,710.149,46
124,65698,24.71,76.478,98755,216.142,709.915,45
125,66225,24.71,76.496,98753,216.314,709.690,46
126,66748,24.71,76.478,98749,216.694,710.938,46
127,67271,24.72,76.496,98753,216.314,708.112,46
128,67794,24.71,76.478,98752,216.454,710.149,46
129,68318,24.71,76.460,98757,216.036,708.780,45
130,68841,24.70,76.460,98751,216.520,710.366,46
131,69364,24.70,76.460,98751,216.520,708.780,46
132,69888,24.71,76.478,98749,216.934,711.727,46
133,70411,24.71,76.478,98749,216.694,710.938,45
134,70934,24.70,76.460,98750,216.586,710.583,46
135,71457,24.70,76.460,98750,216.586,710.583,45
136,71984,24.71,76.478,98754,216.210,709.352,46
137,72507,24.71,76.478,98752,216.454,709.352,46
138,73030,24.70,76.460,98751,216.036,708.780,46
139,73553,24.71,76.478,98752,216.454,710.149,46
140,74077,24.71,76.478,98749,216.694,710.938,45
141,74600,24.70,76.460,98745,217.001,711.944,45
142,75122,24.70,76.460,98757,216.279,709.577,45
143,75645,24.72,76.496,98753,216.314,709.690,46
144,76169,24.70,76.460,98750,216.586,710.583,46
145,76692,24.70,76.460,98756,216.105,710.583,46
146,77218,24.69,76.460,98750,216.586,710.583,45
147,77742,24.70,76.460,98761,215.621,707.419,46
148,78265,24.70,76.460,98753,216.345,709.005,46
149,78788,24.70,76.460,98756,216.105,709.005,46
150,79311,24.70,76.478,98746,216.934,711.727,46
151,79835,24.69,76.442,98755,216.173,709.231,46
152,80358,24.70,76.460,98751,216.520,710.366,45
153,80881,24.70,76.460,98753,216.829,711.380,45
154,81404,24.70,76.460,98750,216.586,710.583,45
155,81928,24.70,76.460,98751,216.520,710.366,46
156,82454,24.71,76.478,98754,216.210,709.352,45
157,82976,24.70,76.460,98753,216.345,709.794,46
158,83500,24.70,76.460,98756,216.105,709.005,46
159,84023,24.71,76.478,98754,216.210,708.563,46
160,84546,24.70,76.460,98753,216.345,709.794,46
161,85069,24.71,76.460,98742,217.310,712.958,46
162,85593,24.69,76.442,98746,216.897,711.606,46
163,86115,24.70,76.460,98756,216.105,710.583,46
164,86638,24.70,76.460,98747,216.105,709.005,46
165,87161,24.70,76.460,98757,216.036,708.780,45
166,87685,24.70,76.460,98757,216.036,707.202,46
167,88211,24.70,76.460,98756,216.105,709.005,45
168,88734,24.70,76.460,98757,216.036,708.780,46
169,89257,24.70,76.460,98751,216.520,710.366,46
170,89781,24.69,76.442,98751,216.483,709.456,45
171,90304,24.70,76.460,98750,216.345,709.794,45
172,90826,24.69,76.442,98751,216.483,710.245,46
173,91350,24.70,76.460,98750,216.586,710.583,46
174,91873,24.69,76.442,98755,216.173,710.817,46
175,92396,24.69,76.442,98749,216.173,709.231,46
176,92919,24.70,76.460,98745,217.001,711.944,46
177,93446,24.71,76.478,98752,216.454,710.149,45
178,93968,24.70,76.460,98750,216.345,709.794,46
179,94491,24.70,76.460,98756,216.105,709.005,46
180,95014,24.69,76.442,98752,216.417,710.028,46
181,95538,24.69,76.442,98749,216.657,710.817,45
182,96061,24.69,76.442,98749,216.657,710.028,45
183,96584,24.69,76.442,98755,216.173,709.231,45
184,97107,24.69,76.460,98750,216.586,710.583,46
185,97636,24.69,76.442,98751,216.483,710.245,45
186,98159,24.69,76.442,98748,216.723,711.034,45
187,98682,24.70,76.460,98756,216.105,709.005,46
188,99209,24.70,76.442,98755,216.173,709.231,45
189,99732,24.70,76.460,98753,216.345,709.794,46
190,100254,24.70,76.460,98744,217.069,710.583,45
191,100777,24.69,76.442,98758,215.933,708.442,45
192,101301,24.70,76.460,98759,215.864,708.216,46
193,101824,24.70,76.460,98744,217.069,712.169,46
194,102347,24.69,76.442,98749,216.657,708.442,45
195,102871,24.70,76.460,98750,216.586,710.583,46
196,103394,24.70,76.442,98748,216.723,711.034,45
197,103917,24.69,76.442,98748,216.723,712.620,46
198,104443,24.70,76.460,98756,216.105,709.005,45
199,104967,24.69,76.442,98754,216.242,709.456,46
200,105490,24.69,76.442,98754,216.242,709.456,46
201,106013,24.70,76.460,98750,216.586,710.583,46
202,106536,24.69,76.442,98748,216.723,711.034,46
203,107060,24.70,76.460,98756,216.105,709.005,46
204,107583,24.69,76.442,98749,216.657,710.817,46
205,108106,24.70,76.460,98756,216.105,709.794,45
206,108630,24.69,76.442,98751,216.483,710.245,45
207,109153,24.69,76.442,98752,216.417,710.028,45
208,109679,24.70,76.460,98747,216.586,710.583,46
209,110202,24.70,76.460,98750,216.586,710.583,46
210,110726,24.69,76.442,98755,216.173,709.231,46
211,111249,24.70,76.460,98747,216.829,710.583,46
212,111772,24.69,76.442,98754,216.242,709.456,46
213,112295,24.70,76.460,98759,215.864,708.216,46
214,112819,24.70,76.460,98750,216.586,710.583,46
215,113342,24.69,76.442,98755,216.173,710.817,46
216,113865,24.70,76.460,98753,216.105,709.005,46
217,114388,24.69,76.442,98754,216.242,709.456,46
218,114912,24.69,76.442,98754,216.242,711.034,46
219,115438,24.69,76.442,98746,216.966,711.831,46
220,115961,24.70,76.460,98756,216.105,709.005,46
221,116484,24.69,76.442,98760,215.759,707.869,46
222,117007,24.69,76.442,98760,215.759,711.831,46
223,117530,24.69,76.442,98754,216.242,709.456,46
224,118053,24.70,76.442,98758,215.933,708.442,46
225,118577,24.69,76.442,98755,216.173,709.231,46
226,119100,24.70,76.460,98753,216.345,707.419,46
227,119623,24.69,76.442,98754,216.242,709.456,46
228,120146,24.69,76.442,98751,216.483,710.245,46
229,120673,24.69,76.442,98760,216.966,711.831,46
230,121196,24.69,76.442,98763,215.518,707.081,46
231,121719,24.69,76.442,98757,216.002,708.667,46
232,122243,24.69,76.442,98754,216.242,709.456,46
233,122766,24.68,76.424,98759,216.070,708.892,46
234,123289,24.69,76.442,98754,216.242,709.456,46
235,123812,24.69,76.442,98758,215.933,708.442,46
236,124336,24.68,76.424,98758,215.896,709.907,46
237,124859,24.69,76.442,98751,216.242,709.456,46
238,125382,24.69,76.442,98754,216.242,709.456,46
239,125908,24.69,76.442,98748,216.723,709.456,46
240,126432,24.68,76.424,98750,216.620,710.696,46
241,126955,24.69,76.442,98754,216.242,709.456,46
242,127478,24.68,76.424,98756,216.070,708.892,46
243,128001,24.69,76.442,98755,216.173,708.442,46
244,128524,24.68,76.424,98750,216.139,709.118,46
245,129047,24.69,76.442,98754,216.242,709.456,46
246,129570,24.68,76.424,98752,216.380,709.907,46
247,130093,24.68,76.424,98755,216.139,709.118,46
248,130616,24.68,76.424,98752,216.380,709.907,46
249,131142,24.68,76.424,98755,216.139,709.118,46
250,131665,24.69,76.442,98751,216.483,710.245,46
251,132188,24.68,76.424,98752,216.380,708.320,46
252,132711,24.69,76.442,98754,216.242,709.456,46
253,133234,24.68,76.424,98750,216.620,710.696,46
254,133757,24.68,76.424,98759,215.830,708.104,46
255,134280,24.68,76.424,98752,216.380,708.320,46
256,134803,24.68,76.424,98753,216.070,708.892,46
257,135326,24.68,76.424,98747,216.860,711.484,46
258,135848,24.68,76.424,98758,215.896,708.320,46
259,136372,24.67,76.406,98752,216.446,707.748,46
260,136898,24.67,76.406,98751,216.517,710.357,46
261,137421,24.68,76.424,98750,216.620,710.696,46
262,137944,24.68,76.424,98758,215.896,708.320,46
263,138467,24.67,76.406,98757,215.965,709.335,46
264,138990,24.68,76.424,98755,216.139,709.118,46
265,139513,24.66,76.388,98750,216.586,710.583,46
266,140037,24.68,76.424,98758,215.896,708.320,46
267,140560,24.67,76.406,98755,216.205,709.335,46
268,141083,24.67,76.406,98751,216.517,710.357,46
269,141606,24.67,76.406,98757,216.033,711.935,46
270,142133,24.68,76.424,98758,216.139,709.118,46
271,142656,24.67,76.406,98754,216.274,709.560,46
272,143179,24.66,76.388,98753,216.343,709.785,46
273,143703,24.66,76.388,98758,215.928,708.424,46
274,144226,24.67,76.406,98751,216.517,710.357,46
275,144749,24.68,76.406,98754,216.274,709.560,46
276,145272,24.67,76.406,98757,216.033,708.771,46
277,145796,24.67,76.406,98751,216.517,710.357,46
278,146319,24.67,76.406,98759,216.033,708.771,46
279,146842,24.67,76.406,98754,216.274,709.560,46
280,147368,24.66,76.388,98756,216.102,711.363,46
281,147892,24.67,76.406,98754,216.517,710.357,46
282,148414,24.66,76.388,98756,216.102,708.996,46
283,148937,24.67,76.406,98754,216.274,709.560,46
284,149460,24.66,76.388,98749,216.652,710.011,46
285,149984,24.67,76.406,98757,216.517,710.357,46
286,150507,24.67,76.388,98752,216.411,710.011,46
287,151030,24.67,76.406,98754,216.274,709.560,46
288,151554,24.67,76.406,98754,216.274,708.771,46
289,152077,24.67,76.406,98757,216.517,710.357,46
290,152603,24.67,76.406,98754,216.274,708.771,46
291,153126,24.66,76.388,98752,216.652,710.800,46
292,153650,24.66,76.388,98750,216.586,710.583,46
293,154173,24.66,76.388,98756,216.102,708.996,46
294,154696,24.66,76.388,98750,216.586,710.583,46
295,155220,24.67,76.406,98751,216.517,710.357,46
296,155744,24.66,76.388,98755,216.168,709.213,46
297,156267,24.66,76.388,98749,216.652,710.800,46
298,156790,24.66,76.388,98755,216.168,708.424,46
299,157314,24.66,76.388,98749,216.168,709.213,46
300,157837,24.66,76.388,98749,216.652,710.800,46
301,158363,24.67,76.406,98757,216.033,708.771,46
302,158886,24.66,76.388,98752,216.411,710.011,46
303,159410,24.66,76.370,98753,216.306,709.664,45
304,159933,24.66,76.388,98749,216.652,710.800,46
305,160456,24.66,76.388,98755,216.168,709.213,46
306,160979,24.65,76.370,98753,216.306,709.664,46
307,161503,24.66,76.388,98755,216.168,709.213,46
308,162026,24.65,76.370,98753,216.306,709.664,46
309,162549,24.66,76.388,98758,215.928,709.213,46
310,163073,24.65,76.370,98751,216.480,710.236,46
311,163599,24.65,76.370,98754,216.240,710.236,46
312,164122,24.66,76.388,98749,216.168,709.213,46
313,164645,24.66,76.388,98755,216.168,709.213,46
314,165169,24.64,76.352,98753,216.374,709.889,46
315,165692,24.65,76.370,98742,217.270,711.250,46
316,166215,24.65,76.370,98748,216.789,711.250,46
317,166738,24.65,76.370,98753,216.306,709.664,46
318,167262,24.65,76.370,98753,216.306,709.664,46
319,167785,24.65,76.370,98751,216.546,711.250,45
320,168308,24.65,76.370,98753,216.306,709.664,46
321,168834,24.64,76.352,98747,216.858,711.476,45
322,169357,24.65,76.370,98753,216.306,708.875,45
323,169880,24.65,76.370,98753,216.306,709.664,45
324,170403,24.65,76.370,98745,217.030,712.039,45
325,170927,24.66,76.388,98761,215.687,707.635,46
326,171450,24.64,76.352,98747,216.858,708.312,46
327,171973,24.65,76.370,98748,216.789,711.250,46
328,172496,24.64,76.352,98750,216.617,710.687,46
329,173020,24.66,76.388,98752,216.411,710.011,46
330,173543,24.65,76.370,98751,216.546,711.250,46
331,174069,24.65,76.370,98751,216.546,710.453,46
332,174593,24.65,76.370,98753,216.306,708.875,46
333,175116,24.64,76.352,98749,216.443,710.115,46
334,175639,24.65,76.352,98749,216.683,710.904,45
335,176162,24.64,76.352,98746,216.927,711.701,46
336,176686,24.63,76.334,98751,216.512,708.754,46
337,177208,24.63,76.334,98748,216.512,710.340,46
338,177731,24.64,76.370,98756,216.065,708.875,46
339,178254,24.64,76.352,98753,216.374,709.889,46
340,178778,24.63,76.334,98750,216.580,710.566,46
341,179304,24.65,76.352,98757,215.962,708.537,45
342,179827,24.64,76.352,98746,216.927,711.701,45
343,180350,24.64,76.352,98752,216.443,711.701,46
344,180874,24.65,76.370,98753,216.789,711.250,46
345,181397,24.64,76.352,98752,216.443,710.115,45
346,181920,24.64,76.352,98752,216.443,710.115,46
347,182444,24.64,76.352,98753,216.374,709.889,46
348,182967,24.65,76.370,98753,216.546,710.453,46
349,183490,24.64,76.370,98751,216.546,710.453,46
350,184013,24.64,76.352,98753,216.374,709.889,46
351,184536,24.64,76.352,98749,216.683,710.904,45
352,185062,24.64,76.352,98755,216.203,709.326,46
353,185585,24.64,76.352,98752,216.443,710.115,46
354,186108,24.64,76.352,98757,216.203,709.326,46
355,186632,24.64,76.352,98749,216.683,710.904,46
356,187155,24.65,76.370,98753,216.306,709.664,46
357,187678,24.65,76.370,98753,216.306,710.453,46
358,188201,24.64,76.352,98750,216.136,709.109,45
359,188725,24.64,76.334,98750,216.580,710.566,46
360,189248,24.64,76.352,98749,216.683,710.904,45
361,189771,24.64,76.352,98755,216.443,710.115,46
362,190298,24.64,76.334,98750,216.580,710.566,46
363,190821,24.64,76.352,98757,215.962,708.537,45
364,191344,24.64,76.352,98752,216.443,710.115,46
365,191867,24.63,76.334,98754,216.269,709.543,46
366,192391,24.64,76.352,98753,216.374,709.889,46
367,192914,24.63,76.334,98751,216.512,710.340,46
368,193437,24.63,76.334,98751,216.512,710.340,46
369,193960,24.63,76.334,98750,216.580,710.566,45
370,194484,24.63,76.334,98756,216.099,708.988,45
371,195007,24.63,76.334,98750,216.580,710.566,46
372,195533,24.63,76.352,98752,216.443,710.115,45
373,196057,24.62,76.316,98754,216.232,709.421,45
374,196580,24.63,76.334,98747,216.821,708.988,46
375,197103,24.63,76.334,98750,216.580,710.566,46
376,197626,24.63,76.316,98749,216.649,710.791,46
377,198150,24.63,76.334,98750,216.580,710.566,46
378,198673,24.62,76.316,98749,216.649,709.205,46
379,199196,24.62,76.316,98749,216.715,711.008,45
380,199719,24.62,76.316,98749,216.715,711.008,45
381,200243,24.63,76.334,98750,216.580,710.566,46
382,200769,24.62,76.334,98747,216.821,711.354,46
383,201292,24.62,76.316,98751,216.475,710.219,45
384,201816,24.63,76.334,98744,217.064,710.566,46
385,202339,24.62,76.316,98749,216.715,711.008,46
386,202862,24.63,76.316,98743,217.199,712.594,46
387,203385,24.62,76.316,98755,216.166,709.205,46
388,203909,24.63,76.334,98750,216.580,711.354,46
389,204432,24.62,76.316,98749,216.649,710.791,46
390,204955,24.62,76.334,98759,215.856,708.190,45
391,205478,24.62,76.316,98751,216.475,710.219,46
392,206002,24.63,76.316,98749,216.649,710.791,45
393,206528,24.62,76.316,98749,216.649,710.791,45
394,207051,24.62,76.316,98744,217.130,710.791,46
395,207575,24.63,76.334,98747,216.580,710.566,46
396,208098,24.63,76.334,98744,217.064,712.152,45
397,208621,24.63,76.334,98750,216.580,710.566,46
398,209144,24.63,76.334,98750,216.580,710.566,46
399,209668,24.63,76.334,98751,216.028,708.754,46
400,210191,24.62,76.316,98755,216.166,709.205,46
401,210714,24.63,76.334,98756,216.099,708.988,46
402,211236,24.62,76.316,98749,216.406,709.993,46
403,211763,24.63,76.334,98756,216.099,708.988,46
404,212286,24.63,76.334,98753,216.340,709.777,46
405,212809,24.63,76.334,98747,216.340,709.777,46
406,213332,24.63,76.334,98750,216.580,710.566,46
407,213856,24.62,76.316,98749,216.715,711.008,46
408,214379,24.63,76.334,98747,216.821,711.354,46
409,214902,24.63,76.334,98744,217.064,708.988,46
410,215425,24.62,76.316,98749,216.715,711.008,46
411,215948,24.63,76.316,98740,217.439,713.383,46
412,216471,24.62,76.316,98754,216.232,711.008,46
413,216997,24.63,76.316,98752,216.406,709.993,46
414,217521,24.62,76.316,98751,216.475,710.219,46
415,218044,24.62,76.316,98751,216.475,710.219,46
416,218567,24.61,76.298,98742,216.786,711.242,46
417,219090,24.62,76.316,98752,216.406,709.993,46
418,219614,24.62,76.316,98752,216.406,709.993,46
419,220137,24.63,76.334,98750,216.580,710.566,46
420,220660,24.62,76.316,98749,216.406,709.993,46
421,221182,24.63,76.334,98750,216.580,710.566,46
422,221706,24.62,76.316,98755,216.166,709.205,46
423,222232,24.62,76.316,98754,216.232,709.421,46
424,222755,24.62,76.334,98761,215.616,707.401,45
425,223279,24.62,76.316,98754,216.232,709.421,46
426,223802,24.62,76.316,98760,215.751,709.421,46
427,224325,24.62,76.316,98749,216.649,710.791,46
428,224848,24.63,76.298,98745,217.027,712.031,46
429,225377,24.62,76.316,98755,216.166,709.205,45
430,225900,24.63,76.334,98756,216.099,708.988,46
431,226423,24.62,76.316,98749,216.649,709.993,46
432,226947,24.63,76.334,98750,216.580,710.566,46
433,227470,24.62,76.316,98749,216.715,710.219,46
434,227997,24.62,76.316,98752,216.649,710.791,46
435,228520,24.62,76.316,98749,216.715,711.008,46
436,229044,24.62,76.316,98757,215.991,708.632,46
437,229567,24.62,76.316,98749,216.715,709.421,46
438,230090,24.62,76.316,98749,216.232,709.421,46
439,230614,24.62,76.316,98749,216.715,711.008,46
440,231137,24.62,76.316,98751,216.475,710.219,46
441,231660,24.61,76.298,98748,216.786,707.280,46
442,232183,24.62,76.316,98751,216.715,711.008,46
443,232707,24.63,76.334,98756,216.099,708.988,46
444,233233,24.62,76.316,98751,216.475,711.797,46
445,233756,24.63,76.334,98750,216.580,710.566,46
446,234279,24.62,76.316,98743,217.199,712.594,46
447,234803,24.62,76.316,98755,216.166,709.205,46
448,235326,24.62,76.316,98749,216.715,711.008,46
449,235849,24.62,76.316,98751,216.475,710.219,45
450,236372,24.62,76.316,98751,216.475,710.219,46
451,236896,24.62,76.316,98760,215.751,709.421,46
452,237419,24.62,76.316,98752,216.649,710.791,46
453,237942,24.63,76.316,98754,216.232,709.421,46
454,238469,24.62,76.316,98754,216.232,710.219,45
455,238992,24.61,76.298,98753,216.303,709.655,46
456,239515,24.62,76.316,98754,216.232,709.421,46
457,240038,24.62,76.316,98749,216.649,710.791,46
458,240562,24.62,76.316,98752,216.406,709.205,46
459,241085,24.62,76.316,98749,216.715,711.008,45
460,241608,24.61,76.298,98750,216.612,710.670,46
461,242131,24.62,76.316,98754,216.232,709.421,46
462,242655,24.62,76.316,98743,216.475,710.219,46
463,243178,24.61,76.298,98753,216.372,709.881,46
464,243704,24.62,76.316,98749,216.715,709.421,46
465,244228,24.62,76.316,98757,216.232,709.421,46
466,244751,24.62,76.316,98757,215.991,708.632,46
467,245274,24.62,76.316,98760,215.751,707.843,46
468,245797,24.61,76.298,98753,216.303,709.655,46
469,246321,24.61,76.298,98748,216.786,711.242,45
470,246844,24.61,76.298,98748,216.786,711.242,46
471,247367,24.61,76.298,98753,216.303,709.655,46
472,247890,24.62,76.316,98751,216.475,709.421,46
473,248414,24.60,76.280,98743,217.164,712.481,45
474,248937,24.62,76.316,98755,216.166,709.205,46
475,249463,24.62,76.316,98749,216.475,710.219,46
476,249987,24.61,76.298,98748,216.786,711.242,46
477,250510,24.62,76.316,98758,215.925,708.416,46
478,251033,24.61,76.298,98751,216.543,711.242,46
479,251556,24.62,76.316,98746,217.130,712.369,46
480,252080,24.61,76.316,98751,216.475,710.219,46
481,252603,24.62,76.316,98749,216.715,711.008,45
482,253126,24.61,76.298,98751,216.543,711.242,46
483,253649,24.61,76.298,98751,217.027,712.031,46
484,254173,24.61,76.316,98743,217.199,712.594,46
485,254699,24.62,76.316,98749,216.715,709.421,46
486,255221,24.61,76.298,98756,216.062,708.866,46
487,255745,24.60,76.298,98753,216.372,709.881,46
488,256268,24.61,76.298,98753,216.372,709.881,46
489,256791,24.60,76.280,98751,216.509,711.909,46
490,257314,24.61,76.298,98753,216.853,711.458,46
491,257837,24.60,76.280,98745,216.990,711.909,45
